SUBURB,POSTCODE,PSTATE,CREATED,CREATED_BY,UPDATED,UPDATED_BY
SOUTH YILGARN,6426,WA,,,,
SOUTHERN CROSS,6426,WA,,,,
TURKEY HILL,6426,WA,,,,
YELLOWDINE,6426,WA,,,,
KOOLYANOBBING,6427,WA,,,,
BABAKIN,6428,WA,,,,
BOORABBIN,6429,WA,,,,
BULLABULLING,6429,WA,,,,
COOLGARDIE,6429,WA,,,,
KARRAMINDIE,6429,WA,,,,
LONDONDERRY,6429,WA,,,,
MOUNT BURGES,6429,WA,,,,
VICTORIA ROCK,6429,WA,,,,
WALLAROO,6429,WA,,,,
BINDULI,6430,WA,,,,
BROADWOOD,6430,WA,,,,
HANNANS,6430,WA,,,,
KALGOORLIE,6430,WA,,,,
KARLKURLA,6430,WA,,,,
LAMINGTON,6430,WA,,,,
MULLINGAR,6430,WA,,,,
PICCADILLY,6430,WA,,,,
SOMERVILLE,6430,WA,,,,
SOUTH KALGOORLIE,6430,WA,,,,
WEST KALGOORLIE,6430,WA,,,,
WEST LAMINGTON,6430,WA,,,,
WILLIAMSTOWN,6430,WA,,,,
YILKARI,6430,WA,,,,
BOORARA,6431,WA,,,,
BROAD ARROW,6431,WA,,,,
BROWN HILL,6431,WA,,,,
BULONG,6431,WA,,,,
EMU FLAT,6431,WA,,,,
FEYSVILLE,6431,WA,,,,
KANOWNA,6431,WA,,,,
KOOKYNIE,6431,WA,,,,
KURNALPI,6431,WA,,,,
LAKEWOOD,6431,WA,,,,
ORA BANDA,6431,WA,,,,
PLUMRIDGE LAKES,6431,WA,,,,
TRAFALGAR,6431,WA,,,,
BOULDER,6432,WA,,,,
FIMISTON,6432,WA,,,,
SOUTH BOULDER,6432,WA,,,,
VICTORY HEIGHTS,6432,WA,,,,
HANNANS,6433,WA,,,,
KALGOORLIE #2,6433,WA,,,,
KALGOORLIE,6433,WA,,,,
CUNDEELEE,6434,WA,,,,
FORREST,6434,WA,,,,
PARKESTON,6434,WA,,,,
RAWLINNA,6434,WA,,,,
REID,6434,WA,,,,
ZANTHUS,6434,WA,,,,
MENZIES,6436,WA,,,,
ULARRING,6436,WA,,,,
LEINSTER,6437,WA,,,,
LEONORA,6438,WA,,,,
TEUTONIC,6438,WA,,,,
BANDYA,6440,WA,,,,
BEADELL,6440,WA,,,,
BURTVILLE,6440,WA,,,,
COSMO NEWBERY,6440,WA,,,,
LAKE WELLS,6440,WA,,,,
LAVERTON,6440,WA,,,,
NEALE,6440,WA,,,,
KAMBALDA,6442,WA,,,,
BALLADONIA,6443,WA,,,,
CAIGUNA,6443,WA,,,,
COCKLEBIDDY,6443,WA,,,,
DUNDAS,6443,WA,,,,
EUCLA,6443,WA,,,,
FRASER RANGE,6443,WA,,,,
HIGGINSVILLE,6443,WA,,,,
MADURA,6443,WA,,,,
MUNDRABILLA,6443,WA,,,,
NORSEMAN,6443,WA,,,,
WIDGIEMOOLTHA,6443,WA,,,,
NORTH CASCADE,6445,WA,,,,
SALMON GUMS,6445,WA,,,,
GRASS PATCH,6446,WA,,,,
LORT RIVER,6447,WA,,,,
MOUNT NEY,6447,WA,,,,
SCADDAN,6447,WA,,,,
WITTENOOM HILLS,6447,WA,,,,
GIBSON,6448,WA,,,,
BANDY CREEK,6450,WA,,,,
BEAUMONT,6450,WA,,,,
BOYATUP,6450,WA,,,,
CAPE LE GRAND,6450,WA,,,,
CASCADE,6450,WA,,,,
CASTLETOWN,6450,WA,,,,
CHADWICK,6450,WA,,,,
CONDINGUP,6450,WA,,,,
COOMALBIDGUP,6450,WA,,,,
DALYUP,6450,WA,,,,
EAST MUNGLINUP,6450,WA,,,,
ESPERANCE,6450,WA,,,,
HOWICK,6450,WA,,,,
MERIVALE,6450,WA,,,,
MONJINGUP,6450,WA,,,,
MYRUP,6450,WA,,,,
NERIDUP,6450,WA,,,,
NULSEN,6450,WA,,,,
PINK LAKE,6450,WA,,,,
SINCLAIR,6450,WA,,,,
WEST BEACH,6450,WA,,,,
WINDABOUT,6450,WA,,,,
BURAMINYA,6452,WA,,,,
CAPE ARID,6452,WA,,,,
ISRAELITE BAY,6452,WA,,,,
GOOMALLING,6460,WA,,,,
HULONGINE,6460,WA,,,,
KARRANADGIN,6460,WA,,,,
UCARTY WEST,6460,WA,,,,
WALYORMOURING,6460,WA,,,,
DOWERIN,6461,WA,,,,
KOOMBERKINE,6461,WA,,,,
HINDMARSH,6462,WA,,,,
MINNIVALE,6462,WA,,,,
UCARTY,6462,WA,,,,
BENJABERRING,6463,WA,,,,
MANMANNING,6465,WA,,,,
CADOUX,6466,WA,,,,
BURAKIN,6467,WA,,,,
GOODLANDS,6468,WA,,,,
KALANNIE,6468,WA,,,,
PETRUDOR,6468,WA,,,,
KULJA,6470,WA,,,,
BEACON,6472,WA,,,,
BIMBIJY,6472,WA,,,,
CLEARY,6472,WA,,,,
KARROUN HILL,6472,WA,,,,
MOUROUBRA,6472,WA,,,,
REMLAP,6472,WA,,,,
NORTH WIALKI,6473,WA,,,,
WIALKI,6473,WA,,,,
BADGERIN ROCK,6475,WA,,,,
BOORALAMING,6475,WA,,,,
DUKIN,6475,WA,,,,
KOORDA,6475,WA,,,,
LAKE MARGARETTE,6475,WA,,,,
MOLLERIN,6475,WA,,,,
NEWCARLBEON,6475,WA,,,,
GABBIN,6476,WA,,,,
BENCUBBIN,6477,WA,,,,
WELBUNGIN,6477,WA,,,,
BARBALIN,6479,WA,,,,
BONNIE ROCK,6479,WA,,,,
DANDANNING,6479,WA,,,,
KARLONING,6479,WA,,,,
LAKE BROWN,6479,WA,,,,
MUKINBUDIN,6479,WA,,,,
WATTONING,6479,WA,,,,
WILGOYNE,6479,WA,,,,
NUKARNI,6480,WA,,,,
BULLFINCH,6484,WA,,,,
ENNUIN,6484,WA,,,,
LAKE DEBORAH,6484,WA,,,,
COWCOWING,6485,WA,,,,
KORRELOCKING,6485,WA,,,,
NALKAIN,6485,WA,,,,
NEMBUDDING,6485,WA,,,,
WYALKATCHEM,6485,WA,,,,
NORTH YELBENI,6487,WA,,,,
SOUTH YELBENI,6487,WA,,,,
YELBENI,6487,WA,,,,
NORTH TRAYNING,6488,WA,,,,
SOUTH TRAYNING,6488,WA,,,,
TRAYNING,6488,WA,,,,
KUNUNOPPIN,6489,WA,,,,
NORTH KUNUNOPPIN,6489,WA,,,,
SOUTH KUNUNOPPIN,6489,WA,,,,
NUNGARIN,6490,WA,,,,
MUCHEA,6501,WA,,,,
BINDOON,6502,WA,,,,
BINDOON TRAINING AREA,6502,WA,,,,
BAMBUN,6503,WA,,,,
BEERMULLAH,6503,WA,,,,
BOONANARRING,6503,WA,,,,
BREERA,6503,WA,,,,
COONABIDGEE,6503,WA,,,,
COWALLA,6503,WA,,,,
CULLALLA,6503,WA,,,,
GINGIN,6503,WA,,,,
GINGINUP,6503,WA,,,,
GRANVILLE,6503,WA,,,,
LENNARD BROOK,6503,WA,,,,
MINDARRA,6503,WA,,,,
MOONDAH,6503,WA,,,,
MOORE RIVER NATIONAL PARK,6503,WA,,,,
MUCKENBURRA,6503,WA,,,,
NEERGABBY,6503,WA,,,,
ORANGE SPRINGS,6503,WA,,,,
RED GULLY,6503,WA,,,,
WANERIE,6503,WA,,,,
YEAL,6503,WA,,,,
MOOLIABEENEE,6504,WA,,,,
WANNAMAL,6505,WA,,,,
MOGUMBER,6506,WA,,,,
DANDARAGAN,6507,WA,,,,
GLENTROMIE,6509,WA,,,,
NEW NORCIA,6509,WA,,,,
WADDINGTON,6509,WA,,,,
YARAWINDAH,6509,WA,,,,
GILLINGARRA,6510,WA,,,,
KOOJAN,6510,WA,,,,
MOORA,6510,WA,,,,
ROUND HILL,6510,WA,,,,
CERVANTES,6511,WA,,,,
COOMBERDALE,6512,WA,,,,
GUNYIDI,6513,WA,,,,
WATHEROO,6513,WA,,,,
GREEN HEAD,6514,WA,,,,
LEEMAN,6514,WA,,,,
COOROW,6515,WA,,,,
EGANU,6515,WA,,,,
MARCHAGEE,6515,WA,,,,
WADDY FOREST,6515,WA,,,,
JURIEN BAY,6516,WA,,,,
CARNAMAH,6517,WA,,,,
WINCHESTER,6517,WA,,,,
ENEABBA,6518,WA,,,,
WARRADARGE,6518,WA,,,,
ARRINO,6519,WA,,,,
ARROWSMITH EAST,6519,WA,,,,
DUDAWA,6519,WA,,,,
KADATHINNI,6519,WA,,,,
THREE SPRINGS,6519,WA,,,,
WOMARDEN,6519,WA,,,,
BADGINGARRA,6521,WA,,,,
BUNDANOON,6522,WA,,,,
HOLMWOOD,6522,WA,,,,
IKEWA,6522,WA,,,,
LOCKIER,6522,WA,,,,
MINGENEW,6522,WA,,,,
MOORIARY,6522,WA,,,,
MOUNT BUDD,6522,WA,,,,
NANGETTY,6522,WA,,,,
YANDANOOKA,6522,WA,,,,
YARRAGADEE,6522,WA,,,,
ALLANOOKA,6525,WA,,,,
ARROWSMITH,6525,WA,,,,
BONNIEFIELD,6525,WA,,,,
BOOKARA,6525,WA,,,,
DONGARA,6525,WA,,,,
IRWIN,6525,WA,,,,
MILO,6525,WA,,,,
MOUNT ADAMS,6525,WA,,,,
MOUNT HORNER,6525,WA,,,,
PORT DENISON,6525,WA,,,,
SPRINGFIELD,6525,WA,,,,
YARDARINO,6525,WA,,,,
MOUNT HILL,6528,WA,,,,
SOUTH GREENOUGH,6528,WA,,,,
WALKAWAY,6528,WA,,,,
BEACHLANDS,6530,WA,,,,
BERESFORD,6530,WA,,,,
BLUFF POINT,6530,WA,,,,
GERALDTON,6530,WA,,,,
KARLOO,6530,WA,,,,
MAHOMETS FLATS,6530,WA,,,,
MERU,6530,WA,,,,
MORESBY,6530,WA,,,,
MOUNT TARCOOLA,6530,WA,,,,
RANGEWAY,6530,WA,,,,
SPALDING,6530,WA,,,,
STRATHALBYN,6530,WA,,,,
SUNSET BEACH,6530,WA,,,,
TARCOOLA BEACH,6530,WA,,,,
UTAKARRA,6530,WA,,,,
WAGGRAKINE,6530,WA,,,,
WANDINA,6530,WA,,,,
WEBBERTON,6530,WA,,,,
WEST END,6530,WA,,,,
WONTHELLA,6530,WA,,,,
WOORREE,6530,WA,,,,
GERALDTON,6531,WA,,,,
AJANA,6532,WA,,,,
BINNU,6532,WA,,,,
BOOTENAL,6532,WA,,,,
BRINGO,6532,WA,,,,
BURMA ROAD,6532,WA,,,,
CAPE BURNEY,6532,WA,,,,
COOLCALALAYA,6532,WA,,,,
DARTMOOR,6532,WA,,,,
DEEPDALE,6532,WA,,,,
DINDILOA,6532,WA,,,,
DRUMMOND COVE,6532,WA,,,,
DRUMMOND NORTH,6532,WA,,,,
DURAWAH,6532,WA,,,,
EAST CHAPMAN,6532,WA,,,,
EAST NABAWA,6532,WA,,,,
EAST YUNA,6532,WA,,,,
ELLENDALE,6532,WA,,,,
ERADU,6532,WA,,,,
ERADU SOUTH,6532,WA,,,,
EURARDY,6532,WA,,,,
GEORGINA,6532,WA,,,,
GLENFIELD,6532,WA,,,,
GREENOUGH,6532,WA,,,,
HAMELIN POOL,6532,WA,,,,
HICKETY,6532,WA,,,,
HOWATHARRA,6532,WA,,,,
KOJARENA,6532,WA,,,,
MARRAH,6532,WA,,,,
MINNENOOKA,6532,WA,,,,
MOONYOONOOKA,6532,WA,,,,
MOUNT ERIN,6532,WA,,,,
NABAWA,6532,WA,,,,
NANSON,6532,WA,,,,
NARALING,6532,WA,,,,
NARNGULU,6532,WA,,,,
NARRA TARRA,6532,WA,,,,
NOLBA,6532,WA,,,,
NORTH ERADU,6532,WA,,,,
NORTHERN GULLY,6532,WA,,,,
OAKAJEE,6532,WA,,,,
ROCKWELL,6532,WA,,,,
RUDDS GULLY,6532,WA,,,,
SANDSPRINGS,6532,WA,,,,
SOUTH YUNA,6532,WA,,,,
TIBRADDEN,6532,WA,,,,
VALENTINE,6532,WA,,,,
WEST BINNU,6532,WA,,,,
WHITE PEAK,6532,WA,,,,
WICHERINA,6532,WA,,,,
WICHERINA SOUTH,6532,WA,,,,
YETNA,6532,WA,,,,
YUNA,6532,WA,,,,
ALMA,6535,WA,,,,
BOWES,6535,WA,,,,
EAST BOWES,6535,WA,,,,
GREGORY,6535,WA,,,,
HORROCKS,6535,WA,,,,
ISSEKA,6535,WA,,,,
NORTHAMPTON,6535,WA,,,,
OGILVIE,6535,WA,,,,
SANDY GULLY,6535,WA,,,,
YALLABATHARRA,6535,WA,,,,
KALBARRI,6536,WA,,,,
KALBARRI NATIONAL PARK,6536,WA,,,,
ZUYTDORP,6536,WA,,,,
DENHAM,6537,WA,,,,
BEECHINA,6556,WA,,,,
CHIDLOW,6556,WA,,,,
GORRIE,6556,WA,,,,
MALMALLING,6556,WA,,,,
THE LAKES,6556,WA,,,,
WOOROLOO,6558,WA,,,,
WUNDOWIE,6560,WA,,,,
BAKERS HILL,6562,WA,,,,
COPLEY,6562,WA,,,,
WOOTTATING,6562,WA,,,,
CLACKLINE,6564,WA,,,,
BEJOORDING,6566,WA,,,,
CARANI,6566,WA,,,,
COONDLE,6566,WA,,,,
CULHAM,6566,WA,,,,
DUMBARTON,6566,WA,,,,
HODDYS WELL,6566,WA,,,,
KATRINE,6566,WA,,,,
NUNILE,6566,WA,,,,
TOODYAY,6566,WA,,,,
WEST TOODYAY,6566,WA,,,,
DEWARS POOL,6567,WA,,,,
JULIMAR,6567,WA,,,,
MOONDYNE,6567,WA,,,,
BOLGART,6568,WA,,,,
WATTENING,6568,WA,,,,
WYENING,6568,WA,,,,
CALINGIRI,6569,WA,,,,
OLD PLAINS,6569,WA,,,,
YERECOIN,6571,WA,,,,
PIAWANING,6572,WA,,,,
BINDI BINDI,6574,WA,,,,
MILING,6575,WA,,,,
KONNONGORRING,6603,WA,,,,
WONGAN HILLS,6603,WA,,,,
KONDUT,6605,WA,,,,
BALLIDU,6606,WA,,,,
EAST DAMBORING,6608,WA,,,,
MARNE,6608,WA,,,,
PITHARA,6608,WA,,,,
DALWALLINU,6609,WA,,,,
NUGADONG,6609,WA,,,,
XANTIPPE,6609,WA,,,,
JIBBERDING,6612,WA,,,,
MIAMOON,6612,WA,,,,
MOUNT GIBSON,6612,WA,,,,
WUBIN,6612,WA,,,,
BUNTINE,6613,WA,,,,
MAYA,6614,WA,,,,
LATHAM,6616,WA,,,,
PERENJORI,6620,WA,,,,
ROTHSAY,6620,WA,,,,
BOWGADA,6623,WA,,,,
BUNJIL,6623,WA,,,,
GUTHA,6623,WA,,,,
KOOLANOOKA,6623,WA,,,,
MORAWA,6623,WA,,,,
PINTHARUKA,6623,WA,,,,
MERKANOOKA,6625,WA,,,,
CANNA,6627,WA,,,,
TARDUN,6628,WA,,,,
MULLEWA,6630,WA,,,,
TENINDEWA,6632,WA,,,,
YALGOO,6635,WA,,,,
COOLADAR HILL,6638,WA,,,,
DAGGAR HILLS,6638,WA,,,,
MOUNT MAGNET,6638,WA,,,,
PAYNESVILLE,6638,WA,,,,
SANDSTONE,6639,WA,,,,
CUE,6640,WA,,,,
LAKE AUSTIN,6640,WA,,,,
REEDY,6640,WA,,,,
WELD RANGE,6640,WA,,,,
ANGELO RIVER,6642,WA,,,,
CAPRICORN,6642,WA,,,,
KUMARINA,6642,WA,,,,
MEEKATHARRA,6642,WA,,,,
PEAK HILL,6642,WA,,,,
WILUNA,6646,WA,,,,
BABBAGE ISLAND,6701,WA,,,,
BERNIER ISLAND,6701,WA,,,,
BROCKMAN,6701,WA,,,,
BROWN RANGE,6701,WA,,,,
CARNARVON,6701,WA,,,,
CORAL BAY,6701,WA,,,,
DORRE ISLAND,6701,WA,,,,
EAST CARNARVON,6701,WA,,,,
GREYS PLAIN,6701,WA,,,,
INGGARDA,6701,WA,,,,
KENNEDY RANGE,6701,WA,,,,
KINGSFORD,6701,WA,,,,
LYNDON,6701,WA,,,,
MACLEOD,6701,WA,,,,
MASSEY BAY,6701,WA,,,,
MAUDS LANDING,6701,WA,,,,
MINILYA,6701,WA,,,,
MORGANTOWN,6701,WA,,,,
NINGALOO,6701,WA,,,,
NORTH PLANTATIONS,6701,WA,,,,
SOUTH CARNARVON,6701,WA,,,,
SOUTH PLANTATIONS,6701,WA,,,,
WOORAMEL,6701,WA,,,,
YANDOO CREEK,6701,WA,,,,
EAST LYONS RIVER,6705,WA,,,,
GASCOYNE JUNCTION,6705,WA,,,,
GASCOYNE RIVER,6705,WA,,,,
WEST LYONS RIVER,6705,WA,,,,
CAPE RANGE NATIONAL PARK,6707,WA,,,,
EXMOUTH,6707,WA,,,,
EXMOUTH GULF,6707,WA,,,,
LEARMONTH,6707,WA,,,,
NORTH WEST CAPE,6707,WA,,,,
CANE,6710,WA,,,,
ONSLOW,6710,WA,,,,
PEEDAMULLA,6710,WA,,,,
TALANDJI,6710,WA,,,,
YANNARIE,6710,WA,,,,
THEVENARD ISLAND,6711,WA,,,,
BARROW ISLAND,6712,WA,,,,
DAMPIER,6713,WA,,,,
DAMPIER ARCHIPELAGO,6713,WA,,,,
ANTONYMYRE,6714,WA,,,,
BALLA BALLA,6714,WA,,,,
BAYNTON,6714,WA,,,,
BULGARRA,6714,WA,,,,
BURRUP,6714,WA,,,,
CLEAVERVILLE,6714,WA,,,,
COOYA POOYA,6714,WA,,,,
GAP RIDGE,6714,WA,,,,
GNOOREA,6714,WA,,,,
KARRATHA,6714,WA,,,,
KARRATHA INDUSTRIAL ESTATE,6714,WA,,,,
MAITLAND,6714,WA,,,,
MARDIE,6714,WA,,,,
MILLARS WELL,6714,WA,,,,
MOUNT ANKETELL,6714,WA,,,,
MULATAGA,6714,WA,,,,
NICKOL,6714,WA,,,,
PEGS CREEK,6714,WA,,,,
SHERLOCK,6714,WA,,,,
STOVE HILL,6714,WA,,,,
FORTESCUE,6716,WA,,,,
HAMERSLEY RANGE,6716,WA,,,,
MILLSTREAM,6716,WA,,,,
PANNAWONICA,6716,WA,,,,
ROEBOURNE,6718,WA,,,,
WHIM CREEK,6718,WA,,,,
COSSACK,6720,WA,,,,
POINT SAMSON,6720,WA,,,,
WICKHAM,6720,WA,,,,
INDEE,6721,WA,,,,
MUNDABULLANGANA,6721,WA,,,,
PORT HEDLAND,6721,WA,,,,
REDBANK,6721,WA,,,,
STRELLEY,6721,WA,,,,
WALLAREENYA,6721,WA,,,,
WEDGEFIELD,6721,WA,,,,
BOODARIE,6722,WA,,,,
DE GREY,6722,WA,,,,
FINUCANE,6722,WA,,,,
PIPPINGARRA,6722,WA,,,,
SOUTH HEDLAND,6722,WA,,,,
GOLDSWORTHY,6723,WA,,,,
BILINGURR,6725,WA,,,,
BROOME,6725,WA,,,,
DAMPIER PENINSULA,6725,WA,,,,
DJUGUN,6725,WA,,,,
EIGHTY MILE BEACH,6725,WA,,,,
GINGERAH,6725,WA,,,,
LAGRANGE,6725,WA,,,,
MINYIRR,6725,WA,,,,
ROEBUCK,6725,WA,,,,
WATERBANK,6725,WA,,,,
CABLE BEACH,6726,WA,,,,
DERBY,6728,WA,,,,
KOOLAN ISLAND,6733,WA,,,,
WYNDHAM,6740,WA,,,,
KUNUNURRA,6743,WA,,,,
WARMUN,6743,WA,,,,
INNAWANGA,6751,WA,,,,
JUNA DOWNS,6751,WA,,,,
KARIJINI,6751,WA,,,,
MOUNT SHEILA,6751,WA,,,,
MULGA DOWNS,6751,WA,,,,
NANUTARRA,6751,WA,,,,
ROCKLEA,6751,WA,,,,
TOM PRICE,6751,WA,,,,
MUNDIWINDI,6753,WA,,,,
NEWMAN,6753,WA,,,,
CHICHESTER,6754,WA,,,,
PARABURDOO,6754,WA,,,,
WITTENOOM,6754,WA,,,,
NULLAGINE,6758,WA,,,,
MARBLE BAR,6760,WA,,,,
SHAY GAP,6761,WA,,,,
TELFER,6762,WA,,,,
FITZROY CROSSING,6765,WA,,,,
HALLS CREEK,6770,WA,,,,
MCBEATH,6770,WA,,,,
CHRISTMAS ISLAND,6798,WA,,,,
HOME ISLAND COCOS (KEELING) ISLANDS,6799,WA,,,,
WEST ISLAND COCOS (KEELING) ISLANDS,6799,WA,,,,
PERTH ST GEORGES TCE,6831,WA,,,,
PERTH EAST ST GEORGES TCE,6832,WA,,,,
PERTH,6837,WA,,,,
PERTH,6838,WA,,,,
PERTH,6839,WA,,,,
PERTH,6840,WA,,,,
PERTH,6841,WA,,,,
PERTH,6842,WA,,,,
PERTH,6843,WA,,,,
PERTH,6844,WA,,,,
PERTH,6845,WA,,,,
PERTH,6846,WA,,,,
PERTH,6847,WA,,,,
PERTH,6848,WA,,,,
PERTH BC,6849,WA,,,,
CLOISTERS SQUARE,6850,WA,,,,
NORTHBRIDGE,6865,WA,,,,
WEST PERTH,6872,WA,,,,
EAST PERTH,6892,WA,,,,
WEST LEEDERVILLE,6901,WA,,,,
LEEDERVILLE,6902,WA,,,,
LEEDERVILLE,6903,WA,,,,
SUBIACO,6904,WA,,,,
NORTHLANDS,6905,WA,,,,
NORTH PERTH,6906,WA,,,,
NEDLANDS,6907,WA,,,,
NEDLANDS,6909,WA,,,,
CLAREMONT,6910,WA,,,,
COTTESLOE,6911,WA,,,,
MOSMAN PARK,6912,WA,,,,
WEMBLEY,6913,WA,,,,
BALCATTA,6914,WA,,,,
MOUNT HAWTHORN,6915,WA,,,,
OSBORNE PARK,6916,WA,,,,
OSBORNE PARK DC,6916,WA,,,,
OSBORNE PARK,6917,WA,,,,
INNALOO,6918,WA,,,,
JOONDALUP DC,6919,WA,,,,
NORTH BEACH,6920,WA,,,,
KARRINYUP,6921,WA,,,,
SCARBOROUGH,6922,WA,,,,
HILLARYS,6923,WA,,,,
GREENWOOD,6924,WA,,,,
WALLISTON DC,6925,WA,,,,
KALAMUNDA,6926,WA,,,,
MOUNT LAWLEY,6929,WA,,,,
MAYLANDS,6931,WA,,,,
INGLEWOOD,6932,WA,,,,
BAYSWATER,6933,WA,,,,
BASSENDEAN,6934,WA,,,,
GUILDFORD,6935,WA,,,,
MIDLAND DC,6936,WA,,,,
TUART HILL,6939,WA,,,,
MIRRABOOKA,6941,WA,,,,
BASSENDEAN DC,6942,WA,,,,
MORLEY,6943,WA,,,,
MALAGA,6944,WA,,,,
MALAGA DC,6945,WA,,,,
WANNEROO,6946,WA,,,,
WANGARA DC,6947,WA,,,,
SOUTH PERTH,6951,WA,,,,
COMO,6952,WA,,,,
APPLECROSS,6953,WA,,,,
BOORAGOON,6954,WA,,,,
WILLETTON,6955,WA,,,,
MELVILLE,6956,WA,,,,
PALMYRA,6957,WA,,,,
ROYAL AUSTRALIAN NAVY WARSHIPS,6958,WA,,,,
FREMANTLE,6959,WA,,,,
MYAREE BC,6960,WA,,,,
PALMYRA DC,6961,WA,,,,
HAMILTON HILL,6963,WA,,,,
SUCCESS,6964,WA,,,,
BIBRA LAKE DC,6965,WA,,,,
KWINANA,6966,WA,,,,
ROCKINGHAM DC,6967,WA,,,,
ROCKINGHAM,6968,WA,,,,
ROCKINGHAM BEACH,6969,WA,,,,
CANNING VALE DC,6970,WA,,,,
VICTORIA PARK,6979,WA,,,,
EAST VICTORIA PARK,6981,WA,,,,
BENTLEY,6982,WA,,,,
BENTLEY DC,6983,WA,,,,
BELMONT,6984,WA,,,,
CLOVERDALE,6985,WA,,,,
WELSHPOOL DC,6986,WA,,,,
CANNINGTON,6987,WA,,,,
THORNLIE,6988,WA,,,,
MADDINGTON,6989,WA,,,,
GOSNELLS,6990,WA,,,,
KELMSCOTT,6991,WA,,,,
ARMADALE,6992,WA,,,,
KELMSCOTT DC,6997,WA,,,,
GLEBE,7000,TAS,,,,
HOBART,7000,TAS,,,,
MOUNT STUART,7000,TAS,,,,
NORTH HOBART,7000,TAS,,,,
PARLIAMENT HOUSE,7000,TAS,,,,
WEST HOBART,7000,TAS,,,,
HOBART,7001,TAS,,,,
MAATSUYKER ISLAND,7001,TAS,,,,
PORT DAVEY,7001,TAS,,,,
NORTH HOBART,7002,TAS,,,,
BATTERY POINT,7004,TAS,,,,
SOUTH HOBART,7004,TAS,,,,
DYNNYRNE,7005,TAS,,,,
SANDY BAY,7005,TAS,,,,
UNIVERSITY OF TASMANIA,7005,TAS,,,,
SANDY BAY,7006,TAS,,,,
MOUNT NELSON,7007,TAS,,,,
TOLMANS HILL,7007,TAS,,,,
CORNELIAN BAY,7008,TAS,,,,
LENAH VALLEY,7008,TAS,,,,
NEW TOWN,7008,TAS,,,,
DERWENT PARK,7009,TAS,,,,
LUTANA,7009,TAS,,,,
MOONAH,7009,TAS,,,,
DOWSING POINT,7010,TAS,,,,
ELWICK,7010,TAS,,,,
GLENORCHY,7010,TAS,,,,
GOODWOOD,7010,TAS,,,,
MONTROSE,7010,TAS,,,,
ROSETTA,7010,TAS,,,,
AUSTINS FERRY,7011,TAS,,,,
BERRIEDALE,7011,TAS,,,,
CHIGWELL,7011,TAS,,,,
CLAREMONT,7011,TAS,,,,
COLLINSVALE,7012,TAS,,,,
GLENLUSK,7012,TAS,,,,
FLAGSTAFF GULLY,7015,TAS,,,,
GEILSTON BAY,7015,TAS,,,,
LINDISFARNE,7015,TAS,,,,
ROSE BAY,7015,TAS,,,,
RISDON VALE,7016,TAS,,,,
GRASSTREE HILL,7017,TAS,,,,
HONEYWOOD,7017,TAS,,,,
OLD BEACH,7017,TAS,,,,
OTAGO,7017,TAS,,,,
TEA TREE,7017,TAS,,,,
BELLERIVE,7018,TAS,,,,
HOWRAH,7018,TAS,,,,
MONTAGU BAY,7018,TAS,,,,
MORNINGTON,7018,TAS,,,,
ROSNY,7018,TAS,,,,
TRANMERE,7018,TAS,,,,
WARRANE,7018,TAS,,,,
CLARENDON VALE,7019,TAS,,,,
ROKEBY,7019,TAS,,,,
CLIFTON BEACH,7020,TAS,,,,
SANDFORD,7020,TAS,,,,
LAUDERDALE,7021,TAS,,,,
SOUTH ARM,7022,TAS,,,,
OPOSSUM BAY,7023,TAS,,,,
CREMORNE,7024,TAS,,,,
DULCOT,7025,TAS,,,,
RICHMOND,7025,TAS,,,,
CAMPANIA,7026,TAS,,,,
LOWDINA,7026,TAS,,,,
REKUNA,7026,TAS,,,,
COLEBROOK,7027,TAS,,,,
ELDON,7027,TAS,,,,
APSLEY,7030,TAS,,,,
BAGDAD,7030,TAS,,,,
BOTHWELL,7030,TAS,,,,
BRIDGEWATER,7030,TAS,,,,
BRIGHTON,7030,TAS,,,,
BROADMARSH,7030,TAS,,,,
CLIFTON VALE,7030,TAS,,,,
DROMEDARY,7030,TAS,,,,
DYSART,7030,TAS,,,,
ELDERSLIE,7030,TAS,,,,
GAGEBROOK,7030,TAS,,,,
GRANTON,7030,TAS,,,,
INTERLAKEN,7030,TAS,,,,
JERICHO,7030,TAS,,,,
KEMPTON,7030,TAS,,,,
LOWER MARSHES,7030,TAS,,,,
MANGALORE,7030,TAS,,,,
MELTON MOWBRAY,7030,TAS,,,,
MIENA,7030,TAS,,,,
PELHAM,7030,TAS,,,,
PONTVILLE,7030,TAS,,,,
RUTLAND,7030,TAS,,,,
SHANNON,7030,TAS,,,,
SPRING HILL,7030,TAS,,,,
STEPPES,7030,TAS,,,,
WADDAMANA,7030,TAS,,,,
WIHAREJA,7030,TAS,,,,
ALBION HEIGHTS,7050,TAS,,,,
KINGSTON,7050,TAS,,,,
KINGSTON BEACH,7050,TAS,,,,
MARANOA HEIGHTS,7050,TAS,,,,
KINGSTON,7051,TAS,,,,
BLACKMANS BAY,7052,TAS,,,,
BONNET HILL,7053,TAS,,,,
TARONGA,7053,TAS,,,,
TAROONA,7053,TAS,,,,
BARRETTA,7054,TAS,,,,
CONINGHAM,7054,TAS,,,,
ELECTRONA,7054,TAS,,,,
FERN TREE,7054,TAS,,,,
HOWDEN,7054,TAS,,,,
LESLIE VALE,7054,TAS,,,,
MARGATE,7054,TAS,,,,
NEIKA,7054,TAS,,,,
NIERINNA,7054,TAS,,,,
